"customer_id","age","gender","tenure","usage_frequency","support_calls","payment_delay","subscription_type","contract_length","total_spend","last_interaction","churn","churn_status","age_group","tenure_band","spend_tier","usage_band","support_calls_band","payment_delay_band","last_interaction_band","risk_label"
50066,52,"Male",41,24,8,29,"Premium","Annual",615,9,1,"Churned","46-55","Loyal (37-48m)","Mid (500-699)","High (19-24)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50067,26,"Female",47,9,6,26,"Standard","Quarterly",889,13,1,"Churned","26-35","Loyal (37-48m)","Mid-High (700-899)","Low (7-12)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50068,26,"Female",48,30,7,20,"Standard","Monthly",979,5,1,"Churned","26-35","Loyal (37-48m)","High (900-1000)","Very High (25-30)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","High"
50069,63,"Female",2,4,4,6,"Basic","Quarterly",750,29,1,"Churned","56-65","Early (1-12m)","Mid-High (700-899)","Very Low (1-6)","Medium (3-5)","Slightly Late (1-7d)","Neglected (22-30d)","Medium"
50070,35,"Female",27,7,7,19,"Premium","Quarterly",831,16,1,"Churned","26-35","Established (25-36m)","Mid-High (700-899)","Low (7-12)","High (6-8)","Very Late (16-22d)","Concerning (15-21d)","High"
50071,51,"Male",54,22,5,18,"Standard","Annual",279,15,1,"Churned","46-55","Champion (49-60m)","Low (100-299)","High (19-24)","Medium (3-5)","Very Late (16-22d)","Concerning (15-21d)","High"
50072,22,"Female",53,2,8,18,"Standard","Quarterly",275,26,1,"Churned","18-25","Champion (49-60m)","Low (100-299)","Very Low (1-6)","High (6-8)","Very Late (16-22d)","Neglected (22-30d)","Critical"
50073,57,"Female",58,25,5,30,"Premium","Monthly",557,8,1,"Churned","56-65","Champion (49-60m)","Mid (500-699)","Very High (25-30)","Medium (3-5)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50074,40,"Female",4,5,1,25,"Premium","Monthly",800,4,1,"Churned","36-45","Early (1-12m)","Mid-High (700-899)","Very Low (1-6)","Low (1-2)","Severely Late (23-30d)","Recent (1-7d)","High"
50075,32,"Female",13,15,6,29,"Basic","Quarterly",319,21,1,"Churned","26-35","Growing (13-24m)","Mid-Low (300-499)","Moderate (13-18)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
50076,56,"Female",4,27,7,24,"Basic","Monthly",435,9,1,"Churned","56-65","Early (1-12m)","Mid-Low (300-499)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50077,51,"Female",60,12,9,22,"Basic","Annual",252,18,1,"Churned","46-55","Champion (49-60m)","Low (100-299)","Low (7-12)","Critical (9-10)","Very Late (16-22d)","Concerning (15-21d)","Critical"
50078,48,"Male",26,21,10,24,"Premium","Quarterly",749,16,1,"Churned","46-55","Established (25-36m)","Mid-High (700-899)","High (19-24)","Critical (9-10)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
50079,46,"Female",40,4,7,25,"Standard","Quarterly",725,30,1,"Churned","46-55","Loyal (37-48m)","Mid-High (700-899)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
50080,60,"Female",19,19,4,27,"Basic","Monthly",610,1,1,"Churned","56-65","Growing (13-24m)","Mid (500-699)","High (19-24)","Medium (3-5)","Severely Late (23-30d)","Recent (1-7d)","High"
50081,53,"Female",34,29,3,30,"Premium","Monthly",902,30,1,"Churned","46-55","Established (25-36m)","High (900-1000)","Very High (25-30)","Medium (3-5)","Severely Late (23-30d)","Neglected (22-30d)","High"
50082,38,"Male",37,4,10,16,"Basic","Monthly",745,30,1,"Churned","36-45","Loyal (37-48m)","Mid-High (700-899)","Very Low (1-6)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","Critical"
50083,43,"Male",28,14,7,23,"Standard","Quarterly",155,29,1,"Churned","36-45","Established (25-36m)","Low (100-299)","Moderate (13-18)","High (6-8)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
50084,20,"Female",56,17,9,30,"Basic","Quarterly",840,9,1,"Churned","18-25","Champion (49-60m)","Mid-High (700-899)","Moderate (13-18)","Critical (9-10)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50085,50,"Female",47,14,10,27,"Basic","Quarterly",270,12,1,"Churned","46-55","Loyal (37-48m)","Low (100-299)","Moderate (13-18)","Critical (9-10)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50086,25,"Male",53,3,10,29,"Standard","Monthly",862,8,1,"Churned","18-25","Champion (49-60m)","Mid-High (700-899)","Very Low (1-6)","Critical (9-10)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50087,55,"Male",60,1,7,14,"Standard","Annual",819,28,1,"Churned","46-55","Champion (49-60m)","Mid-High (700-899)","Very Low (1-6)","High (6-8)","Moderately Late (8-15d)","Neglected (22-30d)","High"
50088,57,"Female",12,15,9,30,"Basic","Quarterly",246,11,1,"Churned","56-65","Early (1-12m)","Low (100-299)","Moderate (13-18)","Critical (9-10)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50089,28,"Female",48,29,4,27,"Basic","Annual",286,23,1,"Churned","26-35","Loyal (37-48m)","Low (100-299)","Very High (25-30)","Medium (3-5)","Severely Late (23-30d)","Neglected (22-30d)","High"
50090,65,"Male",18,4,6,1,"Basic","Monthly",269,17,1,"Churned","56-65","Growing (13-24m)","Low (100-299)","Very Low (1-6)","High (6-8)","Slightly Late (1-7d)","Concerning (15-21d)","High"
50091,32,"Male",57,26,9,22,"Basic","Quarterly",618,28,1,"Churned","26-35","Champion (49-60m)","Mid (500-699)","Very High (25-30)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","Critical"
50092,37,"Female",48,26,7,24,"Standard","Monthly",113,7,1,"Churned","36-45","Loyal (37-48m)","Low (100-299)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Recent (1-7d)","Critical"
50093,58,"Female",41,23,5,18,"Premium","Monthly",101,18,1,"Churned","56-65","Loyal (37-48m)","Low (100-299)","High (19-24)","Medium (3-5)","Very Late (16-22d)","Concerning (15-21d)","High"
50094,46,"Male",35,1,9,22,"Standard","Annual",818,5,1,"Churned","46-55","Established (25-36m)","Mid-High (700-899)","Very Low (1-6)","Critical (9-10)","Very Late (16-22d)","Recent (1-7d)","Critical"
50095,46,"Female",45,4,6,27,"Basic","Quarterly",868,12,1,"Churned","46-55","Loyal (37-48m)","Mid-High (700-899)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50096,28,"Female",44,11,0,22,"Premium","Monthly",712,9,1,"Churned","26-35","Loyal (37-48m)","Mid-High (700-899)","Low (7-12)","No Calls","Very Late (16-22d)","Mild Gap (8-14d)","Medium"
50097,34,"Male",38,2,7,25,"Standard","Annual",535,15,1,"Churned","26-35","Loyal (37-48m)","Mid (500-699)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
50098,37,"Female",19,22,9,22,"Standard","Quarterly",435,3,1,"Churned","36-45","Growing (13-24m)","Mid-Low (300-499)","High (19-24)","Critical (9-10)","Very Late (16-22d)","Recent (1-7d)","Critical"
50099,41,"Female",49,25,9,29,"Premium","Annual",178,16,1,"Churned","36-45","Champion (49-60m)","Low (100-299)","Very High (25-30)","Critical (9-10)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
50100,49,"Female",54,11,9,16,"Standard","Monthly",915,24,1,"Churned","46-55","Champion (49-60m)","High (900-1000)","Low (7-12)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","High"
50101,30,"Female",48,30,7,27,"Basic","Quarterly",574,16,1,"Churned","26-35","Loyal (37-48m)","Mid (500-699)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
50102,51,"Female",32,11,9,19,"Premium","Monthly",952,27,1,"Churned","46-55","Established (25-36m)","High (900-1000)","Low (7-12)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","High"
50103,62,"Male",30,3,9,14,"Premium","Annual",163,27,1,"Churned","56-65","Established (25-36m)","Low (100-299)","Very Low (1-6)","Critical (9-10)","Moderately Late (8-15d)","Neglected (22-30d)","High"
50104,31,"Male",53,1,7,23,"Basic","Monthly",582,8,1,"Churned","26-35","Champion (49-60m)","Mid (500-699)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50105,31,"Male",60,30,8,28,"Standard","Quarterly",123,2,1,"Churned","26-35","Champion (49-60m)","Low (100-299)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Recent (1-7d)","Critical"
50106,31,"Male",3,2,3,7,"Premium","Annual",788,29,1,"Churned","26-35","Early (1-12m)","Mid-High (700-899)","Very Low (1-6)","Medium (3-5)","Slightly Late (1-7d)","Neglected (22-30d)","Medium"
50107,62,"Female",23,14,5,29,"Basic","Annual",426,22,1,"Churned","56-65","Growing (13-24m)","Mid-Low (300-499)","Moderate (13-18)","Medium (3-5)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
50108,42,"Male",34,9,6,17,"Basic","Quarterly",828,30,1,"Churned","36-45","Established (25-36m)","Mid-High (700-899)","Low (7-12)","High (6-8)","Very Late (16-22d)","Neglected (22-30d)","High"
50109,19,"Female",44,23,8,16,"Basic","Quarterly",137,21,1,"Churned","18-25","Loyal (37-48m)","Low (100-299)","High (19-24)","High (6-8)","Very Late (16-22d)","Concerning (15-21d)","High"
50110,45,"Male",53,8,9,19,"Basic","Annual",993,24,1,"Churned","36-45","Champion (49-60m)","High (900-1000)","Low (7-12)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","High"
50111,31,"Female",50,8,10,30,"Premium","Quarterly",721,4,1,"Churned","26-35","Champion (49-60m)","Mid-High (700-899)","Low (7-12)","Critical (9-10)","Severely Late (23-30d)","Recent (1-7d)","Critical"
50112,28,"Female",7,17,10,23,"Standard","Monthly",769,2,1,"Churned","26-35","Early (1-12m)","Mid-High (700-899)","Moderate (13-18)","Critical (9-10)","Severely Late (23-30d)","Recent (1-7d)","Critical"
50113,57,"Male",41,16,6,25,"Basic","Quarterly",478,15,1,"Churned","56-65","Loyal (37-48m)","Mid-Low (300-499)","Moderate (13-18)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
50114,55,"Male",27,1,7,7,"Standard","Quarterly",126,19,1,"Churned","46-55","Established (25-36m)","Low (100-299)","Very Low (1-6)","High (6-8)","Slightly Late (1-7d)","Concerning (15-21d)","High"
50115,26,"Female",4,26,2,21,"Basic","Quarterly",329,16,1,"Churned","26-35","Early (1-12m)","Mid-Low (300-499)","Very High (25-30)","Low (1-2)","Very Late (16-22d)","Concerning (15-21d)","Medium"
50116,28,"Female",50,30,9,21,"Premium","Quarterly",522,28,1,"Churned","26-35","Champion (49-60m)","Mid (500-699)","Very High (25-30)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","Critical"
50117,40,"Male",50,2,5,28,"Basic","Quarterly",257,25,1,"Churned","36-45","Champion (49-60m)","Low (100-299)","Very Low (1-6)","Medium (3-5)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
50118,22,"Male",52,23,8,23,"Premium","Monthly",383,10,1,"Churned","18-25","Champion (49-60m)","Mid-Low (300-499)","High (19-24)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50119,42,"Female",27,28,3,23,"Basic","Monthly",561,19,1,"Churned","36-45","Established (25-36m)","Mid (500-699)","Very High (25-30)","Medium (3-5)","Severely Late (23-30d)","Concerning (15-21d)","High"
50120,37,"Female",44,22,10,25,"Premium","Monthly",514,15,1,"Churned","36-45","Loyal (37-48m)","Mid (500-699)","High (19-24)","Critical (9-10)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
50121,46,"Female",27,12,7,30,"Premium","Monthly",352,9,1,"Churned","46-55","Established (25-36m)","Mid-Low (300-499)","Low (7-12)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50122,19,"Female",56,20,6,18,"Standard","Monthly",464,7,1,"Churned","18-25","Champion (49-60m)","Mid-Low (300-499)","High (19-24)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","High"
50123,18,"Female",3,1,8,23,"Standard","Monthly",687,16,1,"Churned","18-25","Early (1-12m)","Mid (500-699)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
50124,40,"Female",14,5,8,27,"Premium","Monthly",233,14,1,"Churned","36-45","Growing (13-24m)","Low (100-299)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50125,62,"Male",25,30,5,22,"Basic","Quarterly",560,1,1,"Churned","56-65","Established (25-36m)","Mid (500-699)","Very High (25-30)","Medium (3-5)","Very Late (16-22d)","Recent (1-7d)","Critical"
50126,27,"Female",36,27,4,29,"Premium","Monthly",659,9,1,"Churned","26-35","Established (25-36m)","Mid (500-699)","Very High (25-30)","Medium (3-5)","Severely Late (23-30d)","Mild Gap (8-14d)","High"
50127,32,"Female",40,8,3,24,"Standard","Monthly",901,16,1,"Churned","26-35","Loyal (37-48m)","High (900-1000)","Low (7-12)","Medium (3-5)","Severely Late (23-30d)","Concerning (15-21d)","High"
50128,50,"Female",14,6,6,27,"Standard","Annual",258,10,1,"Churned","46-55","Growing (13-24m)","Low (100-299)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50129,47,"Male",35,16,6,19,"Premium","Annual",782,28,1,"Churned","46-55","Established (25-36m)","Mid-High (700-899)","Moderate (13-18)","High (6-8)","Very Late (16-22d)","Neglected (22-30d)","High"
50130,52,"Male",43,18,10,16,"Basic","Annual",700,30,1,"Churned","46-55","Loyal (37-48m)","Mid-High (700-899)","Moderate (13-18)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","High"
50131,18,"Male",50,10,7,25,"Premium","Quarterly",723,6,1,"Churned","18-25","Champion (49-60m)","Mid-High (700-899)","Low (7-12)","High (6-8)","Severely Late (23-30d)","Recent (1-7d)","Critical"
50132,54,"Female",16,2,6,7,"Standard","Quarterly",785,11,1,"Churned","46-55","Growing (13-24m)","Mid-High (700-899)","Very Low (1-6)","High (6-8)","Slightly Late (1-7d)","Mild Gap (8-14d)","High"
50133,35,"Female",33,14,6,21,"Basic","Annual",102,23,1,"Churned","26-35","Established (25-36m)","Low (100-299)","Moderate (13-18)","High (6-8)","Very Late (16-22d)","Neglected (22-30d)","Critical"
50134,21,"Male",46,5,6,29,"Basic","Monthly",515,2,1,"Churned","18-25","Loyal (37-48m)","Mid (500-699)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Recent (1-7d)","Critical"
50135,60,"Female",45,15,5,27,"Basic","Quarterly",129,2,1,"Churned","56-65","Loyal (37-48m)","Low (100-299)","Moderate (13-18)","Medium (3-5)","Severely Late (23-30d)","Recent (1-7d)","Critical"
50136,23,"Female",17,28,7,26,"Basic","Annual",358,21,1,"Churned","18-25","Growing (13-24m)","Mid-Low (300-499)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
50137,45,"Female",59,9,9,19,"Basic","Monthly",191,3,1,"Churned","36-45","Champion (49-60m)","Low (100-299)","Low (7-12)","Critical (9-10)","Very Late (16-22d)","Recent (1-7d)","High"
50138,22,"Male",6,2,3,21,"Premium","Annual",194,6,1,"Churned","18-25","Early (1-12m)","Low (100-299)","Very Low (1-6)","Medium (3-5)","Very Late (16-22d)","Recent (1-7d)","Critical"
50139,36,"Male",42,27,7,23,"Premium","Monthly",598,11,1,"Churned","36-45","Loyal (37-48m)","Mid (500-699)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
50140,39,"Female",31,6,6,24,"Basic","Annual",280,18,1,"Churned","36-45","Established (25-36m)","Low (100-299)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
50141,53,"Female",42,30,8,20,"Standard","Annual",393,23,1,"Churned","46-55","Loyal (37-48m)","Mid-Low (300-499)","Very High (25-30)","High (6-8)","Very Late (16-22d)","Neglected (22-30d)","High"
50142,28,"Female",56,10,3,28,"Standard","Monthly",908,20,1,"Churned","26-35","Champion (49-60m)","High (900-1000)","Low (7-12)","Medium (3-5)","Severely Late (23-30d)","Concerning (15-21d)","High"
50143,27,"Male",60,13,10,27,"Standard","Quarterly",111,4,1,"Churned","26-35","Champion (49-60m)","Low (100-299)","Moderate (13-18)","Critical (9-10)","Severely Late (23-30d)","Recent (1-7d)","Critical"
50144,57,"Male",15,3,5,2,"Premium","Quarterly",769,28,1,"Churned","56-65","Growing (13-24m)","Mid-High (700-899)","Very Low (1-6)","Medium (3-5)","Slightly Late (1-7d)","Neglected (22-30d)","High"
50145,21,"Female",44,28,4,22,"Basic","Monthly",136,21,1,"Churned","18-25","Loyal (37-48m)","Low (100-299)","Very High (25-30)","Medium (3-5)","Very Late (16-22d)","Concerning (15-21d)","High"
50146,28,"Female",41,4,2,28,"Premium","Quarterly",423,7,1,"Churned","26-35","Loyal (37-48m)","Mid-Low (300-499)","Very Low (1-6)","Low (1-2)","Severely Late (23-30d)","Recent (1-7d)","High"
50147,64,"Female",28,23,8,30,"Standard","Monthly",973,6,1,"Churned","56-65","Established (25-36m)","High (900-1000)","High (19-24)","High (6-8)","Severely Late (23-30d)","Recent (1-7d)","Critical"
50148,64,"Female",18,4,10,3,"Standard","Annual",642,24,1,"Churned","56-65","Growing (13-24m)","Mid (500-699)","Very Low (1-6)","Critical (9-10)","Slightly Late (1-7d)","Neglected (22-30d)","High"
50149,62,"Female",23,3,4,17,"Standard","Annual",901,28,1,"Churned","56-65","Growing (13-24m)","High (900-1000)","Very Low (1-6)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","High"
50150,36,"Male",30,1,10,21,"Premium","Quarterly",282,7,1,"Churned","36-45","Established (25-36m)","Low (100-299)","Very Low (1-6)","Critical (9-10)","Very Late (16-22d)","Recent (1-7d)","Critical"
50151,44,"Female",48,25,6,21,"Standard","Monthly",607,27,1,"Churned","36-45","Loyal (37-48m)","Mid (500-699)","Very High (25-30)","High (6-8)","Very Late (16-22d)","Neglected (22-30d)","Critical"
50152,65,"Female",27,25,6,24,"Basic","Monthly",257,28,1,"Churned","56-65","Established (25-36m)","Low (100-299)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
50153,32,"Female",45,5,10,21,"Basic","Monthly",273,15,1,"Churned","26-35","Loyal (37-48m)","Low (100-299)","Very Low (1-6)","Critical (9-10)","Very Late (16-22d)","Concerning (15-21d)","Critical"
50154,55,"Female",40,11,1,28,"Premium","Quarterly",422,13,1,"Churned","46-55","Loyal (37-48m)","Mid-Low (300-499)","Low (7-12)","Low (1-2)","Severely Late (23-30d)","Mild Gap (8-14d)","Medium"
50155,39,"Female",11,6,10,22,"Premium","Monthly",198,27,1,"Churned","36-45","Early (1-12m)","Low (100-299)","Very Low (1-6)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","Critical"
50156,58,"Female",33,2,9,19,"Standard","Monthly",955,5,1,"Churned","56-65","Established (25-36m)","High (900-1000)","Very Low (1-6)","Critical (9-10)","Very Late (16-22d)","Recent (1-7d)","Critical"
50157,59,"Male",25,7,6,22,"Premium","Monthly",357,20,1,"Churned","56-65","Established (25-36m)","Mid-Low (300-499)","Low (7-12)","High (6-8)","Very Late (16-22d)","Concerning (15-21d)","Critical"
50158,20,"Male",39,16,10,29,"Basic","Annual",945,2,1,"Churned","18-25","Loyal (37-48m)","High (900-1000)","Moderate (13-18)","Critical (9-10)","Severely Late (23-30d)","Recent (1-7d)","Critical"
50159,39,"Male",48,5,6,18,"Premium","Annual",418,26,1,"Churned","36-45","Loyal (37-48m)","Mid-Low (300-499)","Very Low (1-6)","High (6-8)","Very Late (16-22d)","Neglected (22-30d)","Critical"
50160,51,"Female",52,9,6,23,"Standard","Monthly",979,24,1,"Churned","46-55","Champion (49-60m)","High (900-1000)","Low (7-12)","High (6-8)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
50161,31,"Female",5,11,2,29,"Standard","Quarterly",294,30,1,"Churned","26-35","Early (1-12m)","Low (100-299)","Low (7-12)","Low (1-2)","Severely Late (23-30d)","Neglected (22-30d)","Medium"
50162,49,"Female",2,25,10,26,"Premium","Monthly",962,5,1,"Churned","46-55","Early (1-12m)","High (900-1000)","Very High (25-30)","Critical (9-10)","Severely Late (23-30d)","Recent (1-7d)","Critical"
50163,35,"Male",40,5,6,17,"Premium","Quarterly",902,1,1,"Churned","26-35","Loyal (37-48m)","High (900-1000)","Very Low (1-6)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","Critical"
